experiment_id,pair_id,source_id,target_id,scale_1d_present,scale_1d_relation_id,scale_1d_id02_status,scale_1d_estimability,scale_1d_strength,scale_1d_absolute_strength,scale_1d_sign,scale_1d_persistence,scale_1d_estimable_block_fraction,scale_1d_sign_preservation_fraction,scale_1d_bootstrap_ci_lower,scale_1d_bootstrap_ci_upper,scale_1d_bootstrap_ci_width,scale_1d_leave_one_block_out_robust,scale_1d_missingness_stress_robust,scale_1d_supported,scale_3d_present,scale_3d_relation_id,scale_3d_id02_status,scale_3d_estimability,scale_3d_strength,scale_3d_absolute_strength,scale_3d_sign,scale_3d_persistence,scale_3d_estimable_block_fraction,scale_3d_sign_preservation_fraction,scale_3d_bootstrap_ci_lower,scale_3d_bootstrap_ci_upper,scale_3d_bootstrap_ci_width,scale_3d_leave_one_block_out_robust,scale_3d_missingness_stress_robust,scale_3d_supported,scale_7d_present,scale_7d_relation_id,scale_7d_id02_status,scale_7d_estimability,scale_7d_strength,scale_7d_absolute_strength,scale_7d_sign,scale_7d_persistence,scale_7d_estimable_block_fraction,scale_7d_sign_preservation_fraction,scale_7d_bootstrap_ci_lower,scale_7d_bootstrap_ci_upper,scale_7d_bootstrap_ci_width,scale_7d_leave_one_block_out_robust,scale_7d_missingness_stress_robust,scale_7d_supported,scale_30d_present,scale_30d_relation_id,scale_30d_id02_status,scale_30d_estimability,scale_30d_strength,scale_30d_absolute_strength,scale_30d_sign,scale_30d_persistence,scale_30d_estimable_block_fraction,scale_30d_sign_preservation_fraction,scale_30d_bootstrap_ci_lower,scale_30d_bootstrap_ci_upper,scale_30d_bootstrap_ci_width,scale_30d_leave_one_block_out_robust,scale_30d_missingness_stress_robust,scale_30d_supported,present_scale_count,estimable_scale_count,supported_scale_count,supported_windows,estimable_windows,dominant_sign,sign_consistent,opposite_sign_detected,strong_scale_contradiction,scale_inconsistent,multiscale_class,minimum_supported_strength,maximum_supported_strength,supported_strength_range,mean_supported_strength,supported_strength_standard_deviation,minimum_supported_persistence,maximum_supported_persistence,mean_supported_persistence,median_supported_bootstrap_ci_width,representative_minimum_scale_count_met,dependency_statuses,definitionally_constrained_flag,id02_status_modified
CGIE3_ID_03,event_count--maximum_magnitude,event_count,maximum_magnitude,True,spearman::event_count--maximum_magnitude,eligible,estimable,0.675143177,0.675143177,1,1,1,1,0.6126458883,0.7234633147,0.1108174264,True,True,True,True,spearman::event_count--maximum_magnitude,eligible,estimable,0.6849611887,0.6849611887,1,0.9166666667,1,1,0.6227786137,0.728862865,0.1060842513,True,True,True,True,spearman::event_count--maximum_magnitude,eligible,estimable,0.6896061577,0.6896061577,1,0.75,1,0.8333333333,0.6464108684,0.7305298761,0.08411900776,True,True,True,True,spearman::event_count--maximum_magnitude,candidate,estimable,0.2076225819,0.2076225819,1,0.5833333333,1,0.6666666667,0.0926517655,0.3198999212,0.2272481557,True,True,True,4,4,4,1d|3d|7d|30d,1d|3d|7d|30d,1,True,False,False,False,multi_scale_4,0.2076225819,0.6896061577,0.4819835758,0.5643332763,0.2378835441,0.5833333333,1,0.8125,0.1084508389,True,independent_source,False,False
CGIE3_ID_03,event_count--median_depth_km,event_count,median_depth_km,True,spearman::event_count--median_depth_km,rejected,estimable,-0.1058501324,0.1058501324,-1,0.3333333333,1,0.75,-0.2147669251,-0.01388888128,0.2008780438,True,True,False,True,spearman::event_count--median_depth_km,rejected,estimable,-0.1424499456,0.1424499456,-1,0.4166666667,1,0.5,-0.2268711721,-0.0526280114,0.1742431607,True,True,False,True,spearman::event_count--median_depth_km,candidate,estimable,-0.2208414768,0.2208414768,-1,0.5,1,0.6666666667,-0.319628874,-0.1225890617,0.1970398123,True,True,True,True,spearman::event_count--median_depth_km,candidate,estimable,-0.2924734839,0.2924734839,-1,0.5,1,0.5,-0.3873616307,-0.1882414494,0.1991201812,True,True,True,4,4,2,7d|30d,1d|3d|7d|30d,-1,True,False,False,False,multi_scale_2,-0.2924734839,-0.2208414768,0.0716320071,-0.2566574804,0.05065147797,0.5,0.5,0.5,0.1980799967,True,independent_source,False,False
CGIE3_ID_03,event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,True,spearman::event_count--median_interevent_time_hours,eligible,estimable,-0.5284007872,0.5284007872,-1,0.8333333333,1,0.8333333333,-0.6118136985,-0.4301554987,0.1816581998,True,True,True,True,spearman::event_count--median_interevent_time_hours,eligible,estimable,-0.6985971355,0.6985971355,-1,1,1,1,-0.7551368964,-0.6326594706,0.1224774259,True,True,True,True,spearman::event_count--median_interevent_time_hours,eligible,estimable,-0.810951928,0.810951928,-1,0.9166666667,1,1,-0.8481092343,-0.7622441688,0.08586506542,True,True,True,True,spearman::event_count--median_interevent_time_hours,candidate,estimable,-0.784506337,0.784506337,-1,0.6666666667,1,0.9166666667,-0.8272003448,-0.7372399106,0.08996043423,True,True,True,4,4,4,1d|3d|7d|30d,1d|3d|7d|30d,-1,True,False,False,False,multi_scale_4,-0.810951928,-0.5284007872,0.2825511408,-0.7056140469,0.1275066522,0.6666666667,1,0.8541666667,0.1062189301,True,independent_source,False,False
CGIE3_ID_03,event_count--spatial_dispersion_km,event_count,spatial_dispersion_km,True,spearman::event_count--spatial_dispersion_km,rejected,estimable,-0.1208928838,0.1208928838,-1,0.25,1,0.75,-0.2197535601,-0.02691823743,0.1928353227,True,True,False,True,spearman::event_count--spatial_dispersion_km,rejected,estimable,-0.07128881314,0.07128881314,-1,0.3333333333,1,0.5833333333,-0.1798330336,0.02670946801,0.2065425017,True,True,False,True,spearman::event_count--spatial_dispersion_km,rejected,estimable,-0.1930917567,0.1930917567,-1,0.4166666667,1,0.5833333333,-0.2917047318,-0.09518681774,0.1965179141,True,True,False,True,spearman::event_count--spatial_dispersion_km,candidate,estimable,-0.3093456145,0.3093456145,-1,0.5,1,0.5833333333,-0.3906265318,-0.2081176446,0.1825088873,True,True,True,4,4,1,30d,1d|3d|7d|30d,-1,True,False,False,False,single_scale,-0.3093456145,-0.3093456145,0,-0.3093456145,0,0.5,0.5,0.5,0.1825088873,False,independent_source,False,False
CGIE3_ID_03,event_count--temporal_burstiness,event_count,temporal_burstiness,False,,,,,,,,,,,,,,,False,True,spearman::event_count--temporal_burstiness,eligible,estimable,0.726327815,0.726327815,1,0.8333333333,1,1,0.6748885249,0.7702702739,0.095381749,True,True,True,True,spearman::event_count--temporal_burstiness,eligible,estimable,0.7135910808,0.7135910808,1,0.9166666667,1,1,0.6599002824,0.7605012426,0.1006009602,True,True,True,True,spearman::event_count--temporal_burstiness,candidate,estimable,0.7035004302,0.7035004302,1,0.6666666667,1,0.6666666667,0.6492004178,0.7549567287,0.1057563109,True,True,True,3,3,3,3d|7d|30d,3d|7d|30d,1,True,False,False,False,multi_scale_3,0.7035004302,0.726327815,0.0228273848,0.7144731087,0.01143922436,0.6666666667,0.9166666667,0.8055555556,0.1006009602,True,independent_source,False,False
CGIE3_ID_03,interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,True,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,candidate,estimable,0.2877519563,0.2877519563,1,0.75,1,1,0.2024545074,0.3742745721,0.1718200647,True,True,True,True,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,rejected,estimable,-0.1412897583,0.1412897583,-1,0.08333333333,1,0.75,-0.2363596554,-0.0496769064,0.186682749,True,True,False,True,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,candidate,estimable,-0.5874195081,0.5874195081,-1,0.6666666667,1,0.8333333333,-0.6514055913,-0.5231798544,0.1282257368,True,True,True,True,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,candidate,estimable,-0.3524839608,0.3524839608,-1,0.6666666667,1,0.6666666667,-0.4615569917,-0.2406474081,0.2209095836,True,True,True,4,4,3,1d|7d|30d,1d|3d|7d|30d,-1,False,True,False,True,scale_inconsistent,-0.5874195081,0.2877519563,0.8751714644,-0.2173838375,0.4529572888,0.6666666667,0.75,0.6944444445,0.1718200647,True,independent_source,False,False
CGIE3_ID_03,interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,True,spearman::interevent_time_mad_hours--maximum_magnitude,candidate,estimable,0.2427518202,0.2427518202,1,0.6666666667,1,1,0.1490330677,0.3276642185,0.1786311508,True,True,True,True,spearman::interevent_time_mad_hours--maximum_magnitude,rejected,estimable,-0.1564713734,0.1564713734,-1,0.08333333333,1,0.75,-0.2496059313,-0.05722004149,0.1923858898,True,True,False,True,spearman::interevent_time_mad_hours--maximum_magnitude,eligible,estimable,-0.5469559863,0.5469559863,-1,0.8333333333,1,0.8333333333,-0.6120770291,-0.4767796325,0.1352973966,True,True,True,True,spearman::interevent_time_mad_hours--maximum_magnitude,candidate,estimable,-0.2739458103,0.2739458103,-1,0.75,1,0.8333333333,-0.3892055212,-0.1720122801,0.2171932411,True,True,True,4,4,3,1d|7d|30d,1d|3d|7d|30d,-1,False,True,False,True,scale_inconsistent,-0.5469559863,0.2427518202,0.7897078065,-0.1927166588,0.4010713605,0.6666666667,0.8333333333,0.75,0.1786311508,True,independent_source,False,False
CGIE3_ID_03,interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,True,spearman::interevent_time_mad_hours--median_depth_km,rejected,estimable,0.04907210695,0.04907210695,1,0.1666666667,1,0.5,-0.04245058388,0.1339559175,0.1764065014,True,True,False,True,spearman::interevent_time_mad_hours--median_depth_km,candidate,estimable,0.2309277449,0.2309277449,1,0.5,1,0.6666666667,0.1354797274,0.323799961,0.1883202336,True,True,True,True,spearman::interevent_time_mad_hours--median_depth_km,rejected,estimable,0.2304789364,0.2304789364,1,0.3333333333,1,0.6666666667,0.1417876562,0.3336395641,0.1918519078,True,True,False,True,spearman::interevent_time_mad_hours--median_depth_km,candidate,estimable,0.5475655167,0.5475655167,1,0.5,1,0.5833333333,0.4747518984,0.6122087228,0.1374568244,True,True,True,4,4,2,3d|30d,1d|3d|7d|30d,1,True,False,False,False,multi_scale_2,0.2309277449,0.5475655167,0.3166377718,0.3892466308,0.2238967156,0.5,0.5,0.5,0.162888529,True,independent_source,False,False
CGIE3_ID_03,interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,True,spearman::interevent_time_mad_hours--median_interevent_time_hours,rejected,estimable,0.1037951435,0.1037951435,1,0.4166666667,1,0.6666666667,-0.01446254715,0.2230838598,0.237546407,True,True,False,True,spearman::interevent_time_mad_hours--median_interevent_time_hours,candidate,estimable,0.3619797493,0.3619797493,1,0.6666666667,1,0.8333333333,0.2458626744,0.4660587374,0.220196063,True,True,True,True,spearman::interevent_time_mad_hours--median_interevent_time_hours,eligible,estimable,0.8876132627,0.8876132627,1,1,1,1,0.8366351314,0.9296301028,0.09299497138,True,True,True,True,spearman::interevent_time_mad_hours--median_interevent_time_hours,eligible,estimable,0.9768087719,0.9768087719,1,1,1,1,0.942036024,0.9989163749,0.0568803509,True,True,True,4,4,3,3d|7d|30d,1d|3d|7d|30d,1,True,False,False,False,multi_scale_3,0.3619797493,0.9768087719,0.6148290226,0.742133928,0.3322301302,0.6666666667,1,0.8888888889,0.09299497138,True,shared_temporal_source,True,False
CGIE3_ID_03,interevent_time_mad_hours--spatial_dispersion_km,interevent_time_mad_hours,spatial_dispersion_km,True,spearman::interevent_time_mad_hours--spatial_dispersion_km,rejected,estimable,0.2026422216,0.2026422216,1,0.25,1,0.75,0.1044575907,0.2987043834,0.1942467927,True,True,False,True,spearman::interevent_time_mad_hours--spatial_dispersion_km,rejected,estimable,0.3033568497,0.3033568497,1,0.4166666667,1,0.8333333333,0.2121554602,0.3751249126,0.1629694523,True,True,False,True,spearman::interevent_time_mad_hours--spatial_dispersion_km,candidate,estimable,0.3415741573,0.3415741573,1,0.5833333333,1,0.9166666667,0.2557059555,0.4265982384,0.170892283,True,True,True,True,spearman::interevent_time_mad_hours--spatial_dispersion_km,eligible,estimable,0.6003236393,0.6003236393,1,0.75,1,0.9166666667,0.5200714766,0.6739887925,0.1539173159,True,True,True,4,4,2,7d|30d,1d|3d|7d|30d,1,True,False,False,False,multi_scale_2,0.3415741573,0.6003236393,0.258749482,0.4709488983,0.1829635134,0.5833333333,0.75,0.6666666667,0.1624047994,True,independent_source,False,False
CGIE3_ID_03,interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,False,,,,,,,,,,,,,,,False,True,spearman::interevent_time_mad_hours--temporal_burstiness,eligible,estimable,-0.6501812247,0.6501812247,-1,0.8333333333,1,1,-0.7078310306,-0.5778292598,0.1300017708,True,True,True,True,spearman::interevent_time_mad_hours--temporal_burstiness,eligible,estimable,-0.8309718002,0.8309718002,-1,1,1,1,-0.8607218973,-0.794062041,0.06665985635,True,True,True,True,spearman::interevent_time_mad_hours--temporal_burstiness,eligible,estimable,-0.8709167861,0.8709167861,-1,0.9166666667,1,0.9166666667,-0.8929875351,-0.843592804,0.04939473118,True,True,True,3,3,3,3d|7d|30d,3d|7d|30d,-1,True,False,False,False,multi_scale_3,-0.8709167861,-0.6501812247,0.2207355614,-0.7840232703,0.11761875,0.8333333333,1,0.9166666667,0.06665985635,True,shared_temporal_source,True,False
CGIE3_ID_03,log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,True,spearman::log10_cumulative_energy_joule--maximum_magnitude,eligible,estimable,0.9858583829,0.9858583829,1,1,1,1,0.9811871805,0.9887226774,0.007535496964,True,True,True,True,spearman::log10_cumulative_energy_joule--maximum_magnitude,eligible,estimable,0.9857719933,0.9857719933,1,1,1,1,0.9812886268,0.9886382715,0.007349644725,True,True,True,True,spearman::log10_cumulative_energy_joule--maximum_magnitude,eligible,estimable,0.9820847483,0.9820847483,1,1,1,1,0.9761746687,0.9862666677,0.01009199901,True,True,True,True,spearman::log10_cumulative_energy_joule--maximum_magnitude,eligible,estimable,0.9721793308,0.9721793308,1,0.9166666667,1,1,0.962514535,0.977199889,0.014685354,True,True,True,4,4,4,1d|3d|7d|30d,1d|3d|7d|30d,1,True,False,False,False,multi_scale_4,0.9721793308,0.9858583829,0.0136790521,0.9814736138,0.006441000136,0.9166666667,1,0.9791666667,0.008813747987,True,partially_derived,True,False
CGIE3_ID_03,log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,True,spearman::log10_cumulative_energy_joule--median_depth_km,rejected,estimable,-0.0780764609,0.0780764609,-1,0.3333333333,1,0.6666666667,-0.1745329932,0.01288260741,0.1874156006,True,True,False,True,spearman::log10_cumulative_energy_joule--median_depth_km,rejected,estimable,-0.0606399275,0.0606399275,-1,0.4166666667,1,0.6666666667,-0.1515914927,0.02947116409,0.1810626568,True,True,False,True,spearman::log10_cumulative_energy_joule--median_depth_km,rejected,estimable,-0.09473438297,0.09473438297,-1,0.6666666667,1,0.75,-0.1847038009,0.002828959832,0.1875327607,True,True,False,True,spearman::log10_cumulative_energy_joule--median_depth_km,rejected,estimable,-0.02590116676,0.02590116676,-1,0.1666666667,1,0.1666666667,-0.1279328093,0.077692678,0.2056254873,False,True,False,4,4,0,,1d|3d|7d|30d,,False,False,False,False,scale_inconsistent,,,,,,,,,,False,independent_source,False,False
