experiment_id,window_id,relation_id,source_id,target_id,estimator_id,direction,estimability,strength,absolute_strength,sign,sample_count,p_value,non_estimable_reason,valid_block_count,minimum_valid_blocks_met,estimable_block_fraction,sign_preservation_fraction,strength_preservation_fraction,persistence,median_block_strength,median_block_absolute_strength,loo_estimable_count,loo_sign_preservation_fraction,loo_median_absolute_strength_change,leave_one_block_out_robust,bootstrap_estimable_count,bootstrap_estimable_fraction,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_ci_width,bootstrap_interval_crosses_zero,bootstrap_interval_supports_full_sign,bootstrap_sign_support_fraction,missingness_estimable_count,missingness_estimable_fraction,missingness_sign_preservation_fraction,missingness_median_absolute_strength_change,missingness_stress_robust,classification_status,classification_reason,eligible_condition_count_met,eligible_condition_count_total,candidate_condition_count_met,candidate_condition_count_total,failed_eligible_conditions,failed_candidate_conditions,condition_estimable_on_full_baseline,condition_eligible_strength,condition_candidate_strength,condition_minimum_valid_blocks_met,condition_eligible_estimable_block_fraction,condition_eligible_sign_preservation,condition_eligible_persistence,condition_candidate_persistence,condition_eligible_ci_width,condition_candidate_ci_width,condition_eligible_interval_sign_support,condition_leave_one_block_out_robust,condition_missingness_stress_robust,dependency_status,directly_derived_flag,definitionally_constrained_flag,overlap_class,strongly_overlap_sensitive_flag,nonoverlap_sign_preserved,nonoverlap_estimable,nonoverlap_absolute_strength_change,null_outcome,primary_null_margin,primary_nulls_passed_alpha_0_05,minimum_one_primary_null_exceeded,redundancy_status,retains_residual_information,fully_redundant_flag,partial_spearman_strength,residual_spearman_strength,family_id,family_reproducible,edge_weight,family_table_reproducible,family_stability,pair_id,supported_scale_count,multiscale_class,sign_consistent,scale_inconsistent,median_supported_bootstrap_ci_width,condition_id02_status_allowed,condition_family_membership,condition_family_reproducible,condition_not_directly_derived,condition_not_strongly_overlap_sensitive,condition_reduced_overlap_sign_preserved,condition_minimum_supported_scales,condition_minimum_primary_nulls_exceeded,condition_residual_information,condition_not_fully_redundant,representative_condition_count_met,representative_condition_count_total,all_representative_conditions_met,failed_representative_conditions,tie_break_supported_scale_count,tie_break_overlap_robustness,tie_break_primary_null_margin,tie_break_residual_information,tie_break_id02_persistence,tie_break_bootstrap_ci_width,selected_family_representative,family_selection_rank,family_selection_reason,id03_state,id03_state_reason,id02_status_modified,primary_relation_established,indispensable_relation_established,causality_established,predictive_capability_established,earthquake_prediction_established
CGIE3_ID_02,7d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,spearman,undirected,estimable,-0.688406885,0.688406885,-1,8676,0,,12,True,1,1,0.75,0.75,-0.5416065646,0.5416065646,12,1,0.01102831448,True,500,1,-0.7550559099,-0.616731706,0.138324204,False,True,1,100,1,1,0.00204296212,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.02120766174,exceeds_null,0.6321290469,3,True,retains_residual_information,True,False,-0.4547983595,-0.4547983595,CGIE3_ID_03_FAMILY_02,False,0.837681377,False,0.4615555556,event_count--interevent_time_mad_hours,3,scale_inconsistent,False,True,0.138324204,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,3,2,0.6321290469,2,0.75,0.138324204,False,,not_selected,scale_inconsistent,multiscale_sign_or_strong_scale_inconsistency,False,False,False,False,False,False
CGIE3_ID_02,1d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,spearman,undirected,estimable,0.7586573147,0.7586573147,1,6076,0,,12,True,1,1,1,1,0.7312408145,0.7312408145,12,1,0.007622967938,True,500,1,0.7137471859,0.8035781804,0.08983099451,False,True,1,100,1,1,0.001389088095,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.003750099773,exceeds_null,0.7300275712,3,True,retains_residual_information,True,False,0.8339534896,0.8339534896,CGIE3_ID_03_FAMILY_02,False,0.9517314629,False,0.4615555556,event_count--log10_cumulative_energy_joule,4,multi_scale_4,True,False,0.08655712734,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.7300275712,2,1,0.08983099451,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,30d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,spearman,undirected,estimable,0.3148075384,0.3148075384,1,8719,7.641809013e-200,,12,True,1,0.8333333333,1,0.8333333333,0.8076857769,0.8076857769,12,1,0.03189666078,True,500,1,0.2008479221,0.4199297246,0.2190818025,False,True,1,100,1,1,0.00272101982,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,moderately_overlap_sensitive,False,True,True,0.1679543916,partially_exceeds_null,0.2095380878,1,True,retains_residual_information,True,False,0.4475840287,0.4475840287,CGIE3_ID_03_FAMILY_02,False,0.6796281743,False,0.4615555556,event_count--log10_cumulative_energy_joule,4,multi_scale_4,True,False,0.08655712734,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,1,0.2095380878,2,0.8333333333,0.2190818025,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,3d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,spearman,undirected,estimable,0.7643132483,0.7643132483,1,8366,0,,12,True,1,1,1,1,0.6904460753,0.6904460753,12,1,0.01109283471,True,500,1,0.7215718855,0.8048551457,0.08328326017,False,True,1,100,1,1,0.001004430503,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.0209995148,exceeds_null,0.7268425182,3,True,retains_residual_information,True,False,0.7536407085,0.7536407085,CGIE3_ID_03_FAMILY_02,False,0.9528626497,False,0.4615555556,event_count--log10_cumulative_energy_joule,4,multi_scale_4,True,False,0.08655712734,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.7268425182,2,1,0.08328326017,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,7d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,spearman,undirected,estimable,0.7666303704,0.7666303704,1,8719,0,,12,True,1,1,0.9166666667,0.9166666667,0.6276685412,0.6276685412,12,1,0.008851790957,True,500,1,0.7218049523,0.8007319093,0.07892695702,False,True,1,100,1,1,0.0009414083102,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.00267365811,exceeds_null,0.7033314372,3,True,retains_residual_information,True,False,0.6797636479,0.6797636479,CGIE3_ID_03_FAMILY_02,False,0.9366594074,False,0.4615555556,event_count--log10_cumulative_energy_joule,4,multi_scale_4,True,False,0.08655712734,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.7033314372,2,0.9166666667,0.07892695702,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,1d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,spearman,undirected,estimable,0.675143177,0.675143177,1,6076,0,,12,True,1,1,1,1,0.6028535351,0.6028535351,12,1,0.0103256657,True,500,1,0.6126458883,0.7234633147,0.1108174264,False,True,1,100,1,1,0.001739443976,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.0008773103824,exceeds_null,0.6491505496,3,True,retains_residual_information,True,False,-0.7855871485,-0.7855871485,CGIE3_ID_03_FAMILY_02,False,0.9350286354,False,0.4615555556,event_count--maximum_magnitude,4,multi_scale_4,True,False,0.1084508389,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.6491505496,2,1,0.1108174264,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,30d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,spearman,undirected,estimable,0.2076225819,0.2076225819,1,8719,1.607429443e-85,,12,True,1,0.6666666667,0.75,0.5833333333,0.3248769718,0.5589132382,12,1,0.0290927451,True,500,1,0.0926517655,0.3198999212,0.2272481557,False,True,1,100,1,1,0.002404945024,True,candidate,candidate_conditions_met,7,10,4,4,eligible_strength|eligible_sign_preservation|eligible_persistence,,True,False,True,True,True,False,False,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.03569169895,partially_exceeds_null,0.09705570883,1,True,retains_residual_information,True,False,-0.394961548,-0.394961548,CGIE3_ID_03_FAMILY_02,False,0.683191183,False,0.4615555556,event_count--maximum_magnitude,4,multi_scale_4,True,False,0.1084508389,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.09705570883,2,0.5833333333,0.2272481557,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,3d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,spearman,undirected,estimable,0.6849611887,0.6849611887,1,8366,0,,12,True,1,1,0.9166666667,0.9166666667,0.503603429,0.503603429,12,1,0.01318974143,True,500,1,0.6227786137,0.728862865,0.1060842513,False,True,1,100,1,1,0.001018825843,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.03712555018,exceeds_null,0.6470731946,3,True,retains_residual_information,True,False,-0.6780995558,-0.6780995558,CGIE3_ID_03_FAMILY_02,False,0.9203255711,False,0.4615555556,event_count--maximum_magnitude,4,multi_scale_4,True,False,0.1084508389,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.6470731946,2,0.9166666667,0.1060842513,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,7d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,spearman,undirected,estimable,0.6896061577,0.6896061577,1,8719,0,,12,True,1,0.8333333333,0.75,0.75,0.523355009,0.523355009,12,1,0.009899326466,True,500,1,0.6464108684,0.7305298761,0.08411900776,False,True,1,100,1,1,0.00102925879,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.01813865687,exceeds_null,0.6280759689,3,True,retains_residual_information,True,False,-0.5643418983,-0.5643418983,CGIE3_ID_03_FAMILY_02,False,0.8879212315,False,0.4615555556,event_count--maximum_magnitude,4,multi_scale_4,True,False,0.1084508389,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.6280759689,2,0.75,0.08411900776,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,1d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,spearman,undirected,estimable,-0.5284007872,0.5284007872,-1,3853,3.977868109e-276,,12,True,1,0.8333333333,0.8333333333,0.8333333333,-0.4643385103,0.4643385103,12,1,0.01766669531,True,500,1,-0.6118136985,-0.4301554987,0.1816581998,False,True,1,100,1,1,0.002783167956,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.02911201623,exceeds_null,0.4973667723,3,True,retains_residual_information,True,False,-0.3011613385,-0.3011613385,CGIE3_ID_03_FAMILY_02,False,0.8723468241,False,0.4615555556,event_count--median_interevent_time_hours,4,multi_scale_4,True,False,0.1062189301,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.4973667723,2,0.8333333333,0.1816581998,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,30d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,spearman,undirected,estimable,-0.784506337,0.784506337,-1,8707,0,,12,True,1,0.9166666667,0.75,0.6666666667,-0.5629111681,0.634528773,12,1,0.02654318718,True,500,1,-0.8272003448,-0.7372399106,0.08996043423,False,True,1,100,1,1,0.001317709856,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.1411496937,exceeds_null,0.6695327833,3,True,retains_residual_information,True,False,-0.7142697591,-0.7142697591,CGIE3_ID_03_FAMILY_02,False,0.8902346007,False,0.4615555556,event_count--median_interevent_time_hours,4,multi_scale_4,True,False,0.1062189301,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.6695327833,2,0.6666666667,0.08996043423,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,3d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,spearman,undirected,estimable,-0.6985971355,0.6985971355,-1,7429,0,,12,True,1,1,1,1,-0.5326226878,0.5326226878,12,1,0.01264591696,True,500,1,-0.7551368964,-0.6326594706,0.1224774259,False,True,1,100,1,1,0.001773138049,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.003089082927,exceeds_null,0.6613472648,3,True,retains_residual_information,True,False,-0.3695214303,-0.3695214303,CGIE3_ID_03_FAMILY_02,False,0.9397194271,False,0.4615555556,event_count--median_interevent_time_hours,4,multi_scale_4,True,False,0.1062189301,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.6613472648,2,1,0.1224774259,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
CGIE3_ID_02,7d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,spearman,undirected,estimable,-0.810951928,0.810951928,-1,8676,0,,12,True,1,1,0.9166666667,0.9166666667,-0.6664325172,0.6664325172,12,1,0.005892168998,True,500,1,-0.8481092343,-0.7622441688,0.08586506542,False,True,1,100,1,1,0.001361805163,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True,independent_source,False,False,overlap_robust,False,True,True,0.02555787318,exceeds_null,0.7518618336,3,True,retains_residual_information,True,False,-0.5636290715,-0.5636290715,CGIE3_ID_03_FAMILY_02,False,0.9455237189,False,0.4615555556,event_count--median_interevent_time_hours,4,multi_scale_4,True,False,0.1062189301,True,True,False,True,True,True,True,True,True,True,9,10,False,family_reproducible,4,2,0.7518618336,2,0.9166666667,0.08586506542,False,,not_selected,insufficient_evidence,no_higher_precedence_state_applies,False,False,False,False,False,False
