experiment_id,window_id,relation_id,source_id,target_id,classification_status,paired_observation_count,equivalence_audit_status,absolute_spearman_threshold,observed_spearman_strength,near_duplicate_component_flag,affine_transformation_flag,affine_intercept,affine_slope,redundant_relation_flag,automatic_rejection_applied
CGIE3_ID_02,1d,spearman::interevent_time_mad_hours--median_depth_km,median_depth_km,interevent_time_mad_hours,rejected,3853,evaluated,0.995,0.04907210695,False,False,0.001019882273,-1.674375646e-06,False,False
CGIE3_ID_02,1d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,rejected,3853,evaluated,0.995,0.214924638,False,False,0.003653060503,7.288032333e-06,False,False
CGIE3_ID_02,1d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,candidate,3853,evaluated,0.995,0.2688861285,False,False,0.9561837035,0.02304094848,False,False
CGIE3_ID_02,1d,spearman::interevent_time_mad_hours--median_interevent_time_hours,median_interevent_time_hours,interevent_time_mad_hours,rejected,3853,evaluated,0.995,0.1037951435,False,False,0.0006656242341,0.09540740989,False,False
CGIE3_ID_02,1d,spearman::interevent_time_mad_hours--spatial_dispersion_km,spatial_dispersion_km,interevent_time_mad_hours,rejected,3853,evaluated,0.995,0.2026422216,False,False,0.0004579514295,0.0005513289968,False,False
CGIE3_ID_02,1d,spearman::median_interevent_time_hours--spatial_dispersion_km,spatial_dispersion_km,median_interevent_time_hours,eligible,3853,evaluated,0.995,0.4993867358,False,False,0.001346260031,0.002297113236,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--interevent_time_mad_hours,depth_mad_km,interevent_time_mad_hours,rejected,8707,evaluated,0.995,-0.05250887782,False,False,0.006680034157,-0.005606231713,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--median_interevent_time_hours,depth_mad_km,median_interevent_time_hours,rejected,8707,evaluated,0.995,-0.07987057688,False,False,0.009211580223,-0.009833490721,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--spatial_dispersion_km,depth_mad_km,spatial_dispersion_km,rejected,8707,evaluated,0.995,-0.1237233121,False,False,1.602682724,-0.6748692294,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--temporal_burstiness,depth_mad_km,temporal_burstiness,rejected,8671,evaluated,0.995,0.1628290963,False,False,0.1315235246,0.2250267144,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--event_count,event_count,depth_mad_km,rejected,8707,evaluated,0.995,0.100376192,False,False,0.4530179584,0.0001297344169,False,False
CGIE3_ID_02,30d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,eligible,8707,evaluated,0.995,-0.7624175354,False,False,0.007385687094,-4.001006794e-05,False,False
CGIE3_ID_02,30d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,8719,evaluated,0.995,0.3148075384,False,False,9.978088096,0.005429062486,False,False
CGIE3_ID_02,30d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,candidate,8719,evaluated,0.995,0.2076225819,False,False,3.341372362,0.002971127154,False,False
CGIE3_ID_02,30d,spearman::event_count--median_depth_km,event_count,median_depth_km,candidate,8719,evaluated,0.995,-0.2924734839,False,False,2.371651423,-0.001133774973,False,False
CGIE3_ID_02,30d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,candidate,8707,evaluated,0.995,-0.784506337,False,False,0.008791856564,-5.011655646e-05,False,False
CGIE3_ID_02,30d,spearman::event_count--spatial_dispersion_km,event_count,spatial_dispersion_km,candidate,8707,evaluated,0.995,-0.3093456145,False,False,1.535067665,-0.002969723344,False,False
CGIE3_ID_02,30d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,candidate,8671,evaluated,0.995,0.7035004302,False,False,0.07771028553,0.001910850697,False,False
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,eligible,8671,evaluated,0.995,-0.8709167861,False,False,0.3511146392,-28.04338076,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--log10_cumulative_energy_joule,log10_cumulative_energy_joule,depth_mad_km,rejected,8707,evaluated,0.995,0.1589628733,False,False,0.1181265912,0.03313597747,False,False
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,log10_cumulative_energy_joule,interevent_time_mad_hours,candidate,8707,evaluated,0.995,-0.3524839608,False,False,0.02568466698,-0.002071367911,False,False
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,rejected,8719,evaluated,0.995,-0.02590116676,False,False,2.546295172,-0.02572261922,False,False
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,candidate,8707,evaluated,0.995,-0.3744843013,False,False,0.03725966885,-0.003126377391,False,False
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,rejected,8707,evaluated,0.995,0.01126630962,False,False,0.8699966654,0.04024193171,False,False
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,candidate,8671,evaluated,0.995,0.4489356734,False,False,-0.6237068855,0.08235244148,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--maximum_magnitude,maximum_magnitude,depth_mad_km,rejected,8707,evaluated,0.995,0.2029324391,False,False,0.307279557,0.04359379621,False,False
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--maximum_magnitude,maximum_magnitude,interevent_time_mad_hours,candidate,8707,evaluated,0.995,-0.2739458103,False,False,0.01268003326,-0.002396182749,False,False
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--maximum_magnitude,maximum_magnitude,log10_cumulative_energy_joule,eligible,8719,evaluated,0.995,0.9721793308,False,False,5.704891752,1.316356339,False,False
CGIE3_ID_02,30d,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,rejected,8719,evaluated,0.995,0.01251189597,False,False,2.384257338,-0.02959606682,False,False
CGIE3_ID_02,30d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,candidate,8707,evaluated,0.995,-0.2956620938,False,False,0.01761188361,-0.003611195803,False,False
CGIE3_ID_02,30d,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,rejected,8707,evaluated,0.995,0.05434841402,False,False,1.012551499,0.07722844314,False,False
CGIE3_ID_02,30d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,8671,evaluated,0.995,0.3919860475,False,False,-0.1037030394,0.09451682598,False,False
CGIE3_ID_02,30d,spearman::depth_mad_km--median_depth_km,median_depth_km,depth_mad_km,candidate,8707,evaluated,0.995,-0.4485559896,False,False,1.358306199,-0.3927096118,False,False
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--median_depth_km,median_depth_km,interevent_time_mad_hours,candidate,8707,evaluated,0.995,0.5475655167,False,False,-0.007046475222,0.004884537201,False,False
CGIE3_ID_02,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,candidate,8707,evaluated,0.995,0.5453375348,False,False,-0.008686049314,0.005855056492,False,False
CGIE3_ID_02,30d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,eligible,8707,evaluated,0.995,0.7668159829,False,False,-0.8824681746,0.9535750713,False,False
CGIE3_ID_02,30d,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,rejected,8671,evaluated,0.995,-0.4632665345,False,False,0.6635857463,-0.187619518,False,False
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--median_interevent_time_hours,median_interevent_time_hours,interevent_time_mad_hours,eligible,8707,evaluated,0.995,0.9768087719,False,False,0.0008679804361,0.6905914529,False,False
CGIE3_ID_02,30d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,8671,evaluated,0.995,-0.8710282538,False,False,0.3320654381,-20.7508353,False,False
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--spatial_dispersion_km,spatial_dispersion_km,interevent_time_mad_hours,eligible,8707,evaluated,0.995,0.6003236393,False,False,-0.0008671505419,0.003836000832,False,False
CGIE3_ID_02,30d,spearman::median_interevent_time_hours--spatial_dispersion_km,spatial_dispersion_km,median_interevent_time_hours,eligible,8707,evaluated,0.995,0.6227898219,False,False,-0.001901839664,0.005081155441,False,False
CGIE3_ID_02,30d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,8671,evaluated,0.995,-0.4276225484,False,False,0.4353468242,-0.1545954938,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--interevent_time_mad_hours,depth_mad_km,interevent_time_mad_hours,rejected,7429,evaluated,0.995,0.1026379911,False,False,0.002818239859,0.0008646956252,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--median_interevent_time_hours,depth_mad_km,median_interevent_time_hours,rejected,7429,evaluated,0.995,-0.03639816905,False,False,0.0103482061,-0.003367473059,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--spatial_dispersion_km,depth_mad_km,spatial_dispersion_km,rejected,7429,evaluated,0.995,0.2108124784,False,False,0.9922975329,0.4227193018,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--temporal_burstiness,depth_mad_km,temporal_burstiness,rejected,6411,evaluated,0.995,0.07812531798,False,False,-0.008114636759,0.02311641427,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--event_count,event_count,depth_mad_km,rejected,7429,evaluated,0.995,0.1534963808,False,False,0.3591978261,0.0002261268721,False,False
CGIE3_ID_02,3d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,rejected,7429,evaluated,0.995,0.007050976589,False,False,0.003702639353,-5.887110848e-05,False,False
CGIE3_ID_02,3d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,8366,evaluated,0.995,0.7643132483,False,False,7.835856167,0.04544140306,False,False
CGIE3_ID_02,3d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,8366,evaluated,0.995,0.6849611887,False,False,1.915995807,0.02853088771,False,False
CGIE3_ID_02,3d,spearman::event_count--median_depth_km,event_count,median_depth_km,rejected,8366,evaluated,0.995,-0.1424499456,False,False,2.342415748,-0.006133561476,False,False
CGIE3_ID_02,3d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,7429,evaluated,0.995,-0.6985971355,False,False,0.01152809825,-0.0002467321213,False,False
CGIE3_ID_02,3d,spearman::event_count--spatial_dispersion_km,event_count,spatial_dispersion_km,rejected,7429,evaluated,0.995,-0.07128881314,False,False,1.206789752,-0.006353779558,False,False
CGIE3_ID_02,3d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,6411,evaluated,0.995,0.726327815,False,False,-0.07539030339,0.006925670174,False,False
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,eligible,6411,evaluated,0.995,-0.6501812247,False,False,0.09211788246,-25.28897222,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--log10_cumulative_energy_joule,log10_cumulative_energy_joule,depth_mad_km,rejected,7429,evaluated,0.995,0.0007731058937,False,False,0.4893247179,-0.01527959575,False,False
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,log10_cumulative_energy_joule,interevent_time_mad_hours,rejected,7429,evaluated,0.995,-0.1412897583,False,False,0.01093933242,-0.0009326352224,False,False
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,rejected,8366,evaluated,0.995,-0.0606399275,False,False,2.391102011,-0.01242376641,False,False
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,eligible,7429,evaluated,0.995,-0.6192985896,False,False,0.05047074326,-0.00493746818,False,False
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,rejected,7429,evaluated,0.995,-0.1375761816,False,False,1.799970041,-0.07821976876,False,False
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,eligible,6411,evaluated,0.995,0.6035365782,False,False,-1.100828123,0.1292678022,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--maximum_magnitude,maximum_magnitude,depth_mad_km,rejected,7429,evaluated,0.995,-0.01843539033,False,False,0.4191935917,-0.02577010332,False,False
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--maximum_magnitude,maximum_magnitude,interevent_time_mad_hours,rejected,7429,evaluated,0.995,-0.1564713734,False,False,0.005973595538,-0.001267508239,False,False
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--maximum_magnitude,maximum_magnitude,log10_cumulative_energy_joule,eligible,8366,evaluated,0.995,0.9857719933,False,False,5.119204982,1.438009552,False,False
CGIE3_ID_02,3d,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,rejected,8366,evaluated,0.995,-0.0456695123,False,False,2.311828367,-0.01062689043,False,False
CGIE3_ID_02,3d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,eligible,7429,evaluated,0.995,-0.5691115683,False,False,0.02355197002,-0.006429589785,False,False
CGIE3_ID_02,3d,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,rejected,7429,evaluated,0.995,-0.1358517721,False,False,1.383814117,-0.1064474847,False,False
CGIE3_ID_02,3d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,6411,evaluated,0.995,0.5554651543,False,False,-0.3987996584,0.1712113067,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--median_depth_km,median_depth_km,depth_mad_km,candidate,7429,evaluated,0.995,-0.2500408068,False,False,0.5448354276,-0.08036292289,False,False
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--median_depth_km,median_depth_km,interevent_time_mad_hours,candidate,7429,evaluated,0.995,0.2309277449,False,False,-0.0005236160658,0.001600921254,False,False
CGIE3_ID_02,3d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,rejected,7429,evaluated,0.995,0.1904741929,False,False,0.004789640438,0.00190198596,False,False
CGIE3_ID_02,3d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,candidate,7429,evaluated,0.995,0.3355845205,False,False,0.3668392918,0.3409303688,False,False
CGIE3_ID_02,3d,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,rejected,6411,evaluated,0.995,-0.2502342405,False,False,0.2271231671,-0.09932974832,False,False
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--median_interevent_time_hours,median_interevent_time_hours,interevent_time_mad_hours,candidate,7429,evaluated,0.995,0.3619797493,False,False,0.00237564745,0.08269307985,False,False
CGIE3_ID_02,3d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,6411,evaluated,0.995,-0.8153786569,False,False,0.1623929042,-25.65366551,False,False
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--spatial_dispersion_km,spatial_dispersion_km,interevent_time_mad_hours,rejected,7429,evaluated,0.995,0.3033568497,False,False,0.001453613919,0.00146465116,False,False
CGIE3_ID_02,3d,spearman::median_interevent_time_hours--spatial_dispersion_km,spatial_dispersion_km,median_interevent_time_hours,candidate,7429,evaluated,0.995,0.3159157065,False,False,0.006564498697,0.0022415486,False,False
CGIE3_ID_02,3d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,6411,evaluated,0.995,-0.3260219094,False,False,0.1693866154,-0.1464980388,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--interevent_time_mad_hours,depth_mad_km,interevent_time_mad_hours,rejected,8676,evaluated,0.995,-0.04531972965,False,False,0.007201440287,-0.004572467645,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--median_interevent_time_hours,depth_mad_km,median_interevent_time_hours,rejected,8676,evaluated,0.995,-0.1407664614,False,False,0.01379275754,-0.01202108312,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--spatial_dispersion_km,depth_mad_km,spatial_dispersion_km,rejected,8676,evaluated,0.995,0.07657612754,False,False,1.123536241,0.3120548375,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--temporal_burstiness,depth_mad_km,temporal_burstiness,rejected,8578,evaluated,0.995,0.02679282331,False,False,0.08110987281,0.02717340736,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--event_count,event_count,depth_mad_km,rejected,8676,evaluated,0.995,0.2324635743,False,False,0.3706613273,0.0007424519151,False,False
CGIE3_ID_02,7d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,eligible,8676,evaluated,0.995,-0.688406885,False,False,0.007207209836,-9.020263992e-05,False,False
CGIE3_ID_02,7d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,8719,evaluated,0.995,0.7666303704,False,False,8.503936759,0.02386300783,False,False
CGIE3_ID_02,7d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,8719,evaluated,0.995,0.6896061577,False,False,2.325627143,0.01509650574,False,False
CGIE3_ID_02,7d,spearman::event_count--median_depth_km,event_count,median_depth_km,candidate,8719,evaluated,0.995,-0.2208414768,False,False,2.382552444,-0.004009321567,False,False
CGIE3_ID_02,7d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,8676,evaluated,0.995,-0.810951928,False,False,0.01258711988,-0.0001748277517,False,False
CGIE3_ID_02,7d,spearman::event_count--spatial_dispersion_km,event_count,spatial_dispersion_km,rejected,8676,evaluated,0.995,-0.1930917567,False,False,1.340645244,-0.004946459287,False,False
CGIE3_ID_02,7d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,8578,evaluated,0.995,0.7135910808,False,False,0.005719584679,0.004340857077,False,False
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,eligible,8578,evaluated,0.995,-0.8309718002,False,False,0.1849616989,-16.96221136,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--log10_cumulative_energy_joule,log10_cumulative_energy_joule,depth_mad_km,rejected,8676,evaluated,0.995,0.08665480639,False,False,0.3250296349,0.006702587908,False,False
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,log10_cumulative_energy_joule,interevent_time_mad_hours,candidate,8676,evaluated,0.995,-0.5874195081,False,False,0.02740522954,-0.002446516313,False,False
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,rejected,8719,evaluated,0.995,-0.09473438297,False,False,2.370901529,-0.007417133648,False,False
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,candidate,8676,evaluated,0.995,-0.6690150291,False,False,0.05586004369,-0.005201294932,False,False
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,rejected,8676,evaluated,0.995,-0.1414743203,False,False,1.765774788,-0.05814498817,False,False
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,eligible,8578,evaluated,0.995,0.6071523526,False,False,-0.9724014024,0.1183248198,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--maximum_magnitude,maximum_magnitude,depth_mad_km,rejected,8676,evaluated,0.995,0.07972641941,False,False,0.3704810939,0.00560933761,False,False
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--maximum_magnitude,maximum_magnitude,interevent_time_mad_hours,eligible,8676,evaluated,0.995,-0.5469559863,False,False,0.01356160006,-0.003093756551,False,False
CGIE3_ID_02,7d,spearman::log10_cumulative_energy_joule--maximum_magnitude,maximum_magnitude,log10_cumulative_energy_joule,eligible,8719,evaluated,0.995,0.9820847483,False,False,5.337584426,1.386131666,False,False
CGIE3_ID_02,7d,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,rejected,8719,evaluated,0.995,-0.07801694009,False,False,2.301125438,0.001240486851,False,False
CGIE3_ID_02,7d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,candidate,8676,evaluated,0.995,-0.6068095001,False,False,0.02610867965,-0.006455505062,False,False
CGIE3_ID_02,7d,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,rejected,8676,evaluated,0.995,-0.1274175176,False,False,1.437308166,-0.07373603145,False,False
CGIE3_ID_02,7d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,8578,evaluated,0.995,0.55085097,False,False,-0.3113195733,0.1530236516,False,False
CGIE3_ID_02,7d,spearman::depth_mad_km--median_depth_km,median_depth_km,depth_mad_km,eligible,8676,evaluated,0.995,-0.364965898,False,False,0.6362555025,-0.1090007852,False,False
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--median_depth_km,median_depth_km,interevent_time_mad_hours,rejected,8676,evaluated,0.995,0.2304789364,False,False,-6.060545127e-05,0.0023883004,False,False
CGIE3_ID_02,7d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,rejected,8676,evaluated,0.995,0.2680461562,False,False,0.0008059157182,0.003628122617,False,False
CGIE3_ID_02,7d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,eligible,8676,evaluated,0.995,0.5172865986,False,False,0.1254077608,0.4855593564,False,False
CGIE3_ID_02,7d,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,rejected,8578,evaluated,0.995,-0.1824858294,False,False,0.3146009131,-0.09689562283,False,False
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--median_interevent_time_hours,median_interevent_time_hours,interevent_time_mad_hours,eligible,8676,evaluated,0.995,0.8876132627,False,False,0.002013173512,0.3740300552,False,False
CGIE3_ID_02,7d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,8578,evaluated,0.995,-0.8975932607,False,False,0.230201317,-15.92361242,False,False
CGIE3_ID_02,7d,spearman::interevent_time_mad_hours--spatial_dispersion_km,spatial_dispersion_km,interevent_time_mad_hours,candidate,8676,evaluated,0.995,0.3415741573,False,False,0.001129257822,0.003466024276,False,False
CGIE3_ID_02,7d,spearman::median_interevent_time_hours--spatial_dispersion_km,spatial_dispersion_km,median_interevent_time_hours,candidate,8676,evaluated,0.995,0.3727351704,False,False,0.001367623165,0.00626700625,False,False
